site,tested_url,ref_url,tested_date,country,data collection,comment
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171030T044244Z-AE-AS15802-web_connectivity-20171030T044245Z_AS15802_UbHHX0aQttUt5BX7iVBGKpXpiPbwm0CMyUDVNAUPK7M0Zdmoie-0.2.0-probe.json,2017-10-30,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171020T035448Z-AE-AS15802-web_connectivity-20171020T035448Z_AS15802_kGE9xcBYd0SCucdHTCsBwoViYm1HuUigplPRlo1pgFW5VftF0I-0.2.0-probe.json,2017-10-20,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171017T054143Z-AE-AS15802-web_connectivity-20171017T054144Z_AS15802_8DzoPqgelJK7g0T82aV1BVyChloNiglxgx9UcLo6lbhLXtCVcY-0.2.0-probe.json,2017-10-17,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171022T054102Z-AE-AS15802-web_connectivity-20171022T054101Z_AS15802_n6VPgCZSYDBvKXK3YFVtNKenOTHIEbueXikIYXnMjzo5WFKgNC-0.2.0-probe.json,2017-10-22,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171023T060024Z-AE-AS15802-web_connectivity-20171023T060025Z_AS15802_QV2rajKKUBiw5yfeG6CRZoaPoHtAuCG6O70kQ1v8Clg5dbpWVq-0.2.0-probe.json,2017-10-23,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171011T043228Z-AE-AS15802-web_connectivity-20171011T043231Z_AS15802_PtIRnNRmVfJt3CIJzaLflNR8XqD0zToQ1KM3mzRz8xPBYCD0vm-0.2.0-probe.json,2017-10-11,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171115T082956Z-AE-AS15802-web_connectivity-20171115T082957Z_AS15802_xSKAdKyEZk87YQwVTu1xEyqbo1VR8UffpbjV1bMY1h56XqZXMK-0.2.0-probe.json,2017-11-15,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171105T032730Z-AE-AS15802-web_connectivity-20171105T032733Z_AS15802_HaY0S8nTvD8xcK50zBOzcdDFCLiqhjVRFAFhPnUowVNv582Tp6-0.2.0-probe.json,2017-11-05,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171015T114548Z-AE-AS15802-web_connectivity-20171015T114550Z_AS15802_WRcbMferqtNR4sPY1QSVXHILvFjnz3t8xjA7idWr8M0o3545pL-0.2.0-probe.json,2017-10-15,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171014T144656Z-AE-AS15802-web_connectivity-20171014T144658Z_AS15802_0dNUQzuNwAkkfeLQzljYCMERYzbazu1f54O0CriBbb5mMCfvOz-0.2.0-probe.json,2017-10-14,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171113T163817Z-AE-AS15802-web_connectivity-20171113T163818Z_AS15802_R5mQ4pe7KrWjWkGUtkY7sqED588BK2Yadia6qeyBs1GiWOm6xj-0.2.0-probe.json,2017-11-13,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171106T091308Z-AE-AS15802-web_connectivity-20171106T091309Z_AS15802_eWpgXfeLf2KYVuTEnEmdkpAb8tAwxvAQra606EWsQgId86SfR0-0.2.0-probe.json,2017-11-06,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171027T142435Z-AE-AS15802-web_connectivity-20171027T142436Z_AS15802_baXJ6iS5rKctaHme4iDGgaVOvDrCeD0IRNcID0lDR6cSGov6IB-0.2.0-probe.json,2017-10-27,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171019T055556Z-AE-AS15802-web_connectivity-20171019T055557Z_AS15802_xPRTsppho8b5aJkM5RMXJl4ietuHCqPU0rwAVbCiOOCaFsjUro-0.2.0-probe.json,2017-10-19,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171011T105926Z-AE-AS15802-web_connectivity-20171011T105927Z_AS15802_RWfVwTdt3z75RQ1kDIawPaRlnl6DGhi9p6d4DmIBq4c8Y4471W-0.2.0-probe.json,2017-10-11,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171025T113008Z-AE-AS15802-web_connectivity-20171025T113009Z_AS15802_MKVoD2dm4Uz0WKlVh7rpXaVtMQamH02U235KdC2NKkdLYBzM4x-0.2.0-probe.json,2017-10-25,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171109T161201Z-AE-AS15802-web_connectivity-20171109T161203Z_AS15802_lbZ5AwcLbslW83ULCA1JCasRwyLyfCtmg0iDtnPvYkdrjzoPdm-0.2.0-probe.json,2017-11-09,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171115T082956Z-AE-AS15802-web_connectivity-20171116T103309Z_AS15802_rg1SIvW18duAqVhVU0xVpcdsv5bRi3ohSnzBt9kvIo1ss3n5pn-0.2.0-probe.json,2017-11-15,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171022T143847Z-AE-AS15802-web_connectivity-20171022T143849Z_AS15802_S6yDv9uzT9MhX12peC3s5cRrPAbSQyFNis3u8A91ANd86J8Aw0-0.2.0-probe.json,2017-10-22,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171012T051430Z-AE-AS15802-web_connectivity-20171012T051431Z_AS15802_vsQfBI3XqhudJfjZ4WXAdBmOga8mozEzEjjf2YNfxauplpzJ66-0.2.0-probe.json,2017-10-12,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171018T035756Z-AE-AS15802-web_connectivity-20171018T035756Z_AS15802_9BN6TPOXmWsHXaZ4vbprgu6wiIfWi41SZVkEZYc70ZkJ7UiEY0-0.2.0-probe.json,2017-10-18,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171021T144829Z-AE-AS15802-web_connectivity-20171021T144831Z_AS15802_pEPOv8KHd61owHzhcTHFcBskDJLD0hiQVzWHdDNq5IITz5IUsi-0.2.0-probe.json,2017-10-21,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171016T034623Z-AE-AS15802-web_connectivity-20171016T034624Z_AS15802_vmERBbmopDPaTFHVygvYuJdl71MS55NvieelBSuMkxigx9BBIP-0.2.0-probe.json,2017-10-16,AE,Planet NS,
amygoodloe.com,http://amygoodloe.com/lesbian-dot-org/,https://api.ooni.io/files/download/20171102T082259Z-AE-AS15802-web_connectivity-20171102T082300Z_AS15802_udAnUEKq1nqJKE8WfNGMZQsTFv02JglzldqyuQ2t6o4vEGfvAC-0.2.0-probe.json,2017-11-02,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171023T064909Z-AE-AS15802-web_connectivity-20171023T064911Z_AS15802_R9wSHlbnmLlddOmEaMOk6KwPw61C5fktIGPIqYRKj5EBNiMR8C-0.2.0-probe.json,2017-10-23,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171113T174904Z-AE-AS15802-web_connectivity-20171113T174905Z_AS15802_iUEvWpGjzUgQkqXmrLFvVHydAqdgNJ5dAdlwLCKIvcS5D7jypG-0.2.0-probe.json,2017-11-13,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171011T114659Z-AE-AS15802-web_connectivity-20171011T114659Z_AS15802_xUcXmuAPi7wEcwpMj5r5i0NxZEnuwFh5dBGonMeVeFBTsRuUVd-0.2.0-probe.json,2017-10-11,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171018T044201Z-AE-AS15802-web_connectivity-20171018T044202Z_AS15802_byHqzFUqIMmHZ3QG1HGLz7VqcZ8d53nIBmotxi1VRkT5ujrNPS-0.2.0-probe.json,2017-10-18,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171021T153419Z-AE-AS15802-web_connectivity-20171021T153420Z_AS15802_2B40xRRyXd7ekqqmpDsAG3zIahYgAVNa40VLI4mCv9RDwGxeyn-0.2.0-probe.json,2017-10-21,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171012T060241Z-AE-AS15802-web_connectivity-20171012T060241Z_AS15802_wGD5WAOOoj6aU3kfLQa4JNu4uCcQktCcXevM0Ks1h6UiuaFhZO-0.2.0-probe.json,2017-10-12,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171030T052510Z-AE-AS15802-web_connectivity-20171030T052511Z_AS15802_1FEg8UbdEj8uZN2JmXADxKjGVQpq6tEuKFusbEFX9yRFO54UPf-0.2.0-probe.json,2017-10-30,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171016T042938Z-AE-AS15802-web_connectivity-20171016T042939Z_AS15802_oFoSunGfA91Y2mjqQW05l6lciQGaBmu2td0LyjwATRIe9tA60I-0.2.0-probe.json,2017-10-16,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171022T152158Z-AE-AS15802-web_connectivity-20171022T152159Z_AS15802_1c4RHWtLxD2gAqhZRwtoM93vag9X4KP1x4mUNxxtwdkiRAU4De-0.2.0-probe.json,2017-10-22,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171024T044313Z-AE-AS15802-web_connectivity-20171024T044313Z_AS15802_BCNWHn9EFgfY4n4V0v99Syg26esW0PWjqjhsMnYnV6sfn2bbFe-0.2.0-probe.json,2017-10-24,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171014T153431Z-AE-AS15802-web_connectivity-20171014T153432Z_AS15802_c0fGeYLee5NOxDh1Q0VTgGadEzsuWS5PUtmCTwPov4GqpCN8ka-0.2.0-probe.json,2017-10-14,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171025T121649Z-AE-AS15802-web_connectivity-20171025T121650Z_AS15802_1EklgSqoK0MkXXub40GG76DgeBkjuwkTzx0rjul012Z2d0PmIf-0.2.0-probe.json,2017-10-25,AE,Planet NS,
gayguide.net,http://gayguide.net,https://api.ooni.io/files/download/20171019T064941Z-AE-AS15802-web_connectivity-20171019T064942Z_AS15802_enaijJ7qLmafRuIkREv3X1Tpf0Yt8zUXlgKpseJfHOwxn7H761-0.2.0-probe.json,2017-10-19,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171030T052510Z-AE-AS15802-web_connectivity-20171030T052511Z_AS15802_1FEg8UbdEj8uZN2JmXADxKjGVQpq6tEuKFusbEFX9yRFO54UPf-0.2.0-probe.json,2017-10-30,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171015T123237Z-AE-AS15802-web_connectivity-20171015T123238Z_AS15802_6jtmHXRCKJC66xwNGwckXEwke6bIeVQF7hh2ZkYitdmQnhYyVp-0.2.0-probe.json,2017-10-15,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171113T174904Z-AE-AS15802-web_connectivity-20171113T174905Z_AS15802_iUEvWpGjzUgQkqXmrLFvVHydAqdgNJ5dAdlwLCKIvcS5D7jypG-0.2.0-probe.json,2017-11-13,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171024T044313Z-AE-AS15802-web_connectivity-20171024T044313Z_AS15802_BCNWHn9EFgfY4n4V0v99Syg26esW0PWjqjhsMnYnV6sfn2bbFe-0.2.0-probe.json,2017-10-24,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20170623T213326Z-KW-AS42961-web_connectivity-20170623T213536Z_AS42961_sfN6rpcpcJCLKdVxVBHTyLtEa8bHP1q3E4uI46YxGIvea1PpW9-0.2.0-probe.json,2017-06-23,KW,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171016T042938Z-AE-AS15802-web_connectivity-20171016T042939Z_AS15802_oFoSunGfA91Y2mjqQW05l6lciQGaBmu2td0LyjwATRIe9tA60I-0.2.0-probe.json,2017-10-16,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171023T064909Z-AE-AS15802-web_connectivity-20171023T064911Z_AS15802_R9wSHlbnmLlddOmEaMOk6KwPw61C5fktIGPIqYRKj5EBNiMR8C-0.2.0-probe.json,2017-10-23,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171021T153419Z-AE-AS15802-web_connectivity-20171021T153420Z_AS15802_2B40xRRyXd7ekqqmpDsAG3zIahYgAVNa40VLI4mCv9RDwGxeyn-0.2.0-probe.json,2017-10-21,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171017T062456Z-AE-AS15802-web_connectivity-20171017T062456Z_AS15802_VpWL6IDnZgAWvZgsNxPJFZHu1CMZ8H1dYn8nx4pOnF8Xr1l8ls-0.2.0-probe.json,2017-10-17,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171018T044201Z-AE-AS15802-web_connectivity-20171018T044202Z_AS15802_byHqzFUqIMmHZ3QG1HGLz7VqcZ8d53nIBmotxi1VRkT5ujrNPS-0.2.0-probe.json,2017-10-18,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171019T064941Z-AE-AS15802-web_connectivity-20171019T064942Z_AS15802_enaijJ7qLmafRuIkREv3X1Tpf0Yt8zUXlgKpseJfHOwxn7H761-0.2.0-probe.json,2017-10-19,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20170621T222104Z-KW-AS47589-web_connectivity-20170622T165315Z_AS47589_ToVk9Si0TVuSKoJsaeR7dNQS3FzjjmulWlz9UdumVoLPqBIcYf-0.2.0-probe.json,2017-06-21,KW,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171014T153431Z-AE-AS15802-web_connectivity-20171014T153432Z_AS15802_c0fGeYLee5NOxDh1Q0VTgGadEzsuWS5PUtmCTwPov4GqpCN8ka-0.2.0-probe.json,2017-10-14,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171025T121649Z-AE-AS15802-web_connectivity-20171025T121650Z_AS15802_1EklgSqoK0MkXXub40GG76DgeBkjuwkTzx0rjul012Z2d0PmIf-0.2.0-probe.json,2017-10-25,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171012T060241Z-AE-AS15802-web_connectivity-20171012T060241Z_AS15802_wGD5WAOOoj6aU3kfLQa4JNu4uCcQktCcXevM0Ks1h6UiuaFhZO-0.2.0-probe.json,2017-10-12,AE,Planet NS,
gayinkuwait.blogspot.com,http://gayinkuwait.blogspot.com,https://api.ooni.io/files/download/20171022T152158Z-AE-AS15802-web_connectivity-20171022T152159Z_AS15802_1c4RHWtLxD2gAqhZRwtoM93vag9X4KP1x4mUNxxtwdkiRAU4De-0.2.0-probe.json,2017-10-22,AE,Planet NS,
gayromeo.com,http://gayromeo.com,https://api.ooni.io/files/download/20170223T083459Z-AE-AS15802-web_connectivity-20170223T083502Z_AS15802_nHUwG955EymcCYsXAnkdNqaasJyj8kikoQQM2LpQ5U36bnekKp-0.2.0-probe.json,2017-02-23,AE,Planet NS,
gayromeo.com,http://gayromeo.com,https://api.ooni.io/files/download/20170213T162811Z-AE-AS15802-web_connectivity-20170213T162821Z_AS15802_vk8Xb3yxIVKTo5FOjFGyxKJn9eLb4y75xOJ3QTy1qNVqVtLMou-0.2.0-probe.json,2017-02-13,AE,Planet NS,
gayromeo.com,http://gayromeo.com,https://api.ooni.io/files/download/20170320T231044Z-AE-AS15802-web_connectivity-20170320T231050Z_AS15802_HLjflJp2pkSQx7XHLZmR8UDU0FrSrGa0N0AlGHVmrWBV1EpKYm-0.2.0-probe.json,2017-03-20,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171021T153419Z-AE-AS15802-web_connectivity-20171021T153420Z_AS15802_2B40xRRyXd7ekqqmpDsAG3zIahYgAVNa40VLI4mCv9RDwGxeyn-0.2.0-probe.json,2017-10-21,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171025T121649Z-AE-AS15802-web_connectivity-20171025T121650Z_AS15802_1EklgSqoK0MkXXub40GG76DgeBkjuwkTzx0rjul012Z2d0PmIf-0.2.0-probe.json,2017-10-25,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171113T174904Z-AE-AS15802-web_connectivity-20171113T174905Z_AS15802_iUEvWpGjzUgQkqXmrLFvVHydAqdgNJ5dAdlwLCKIvcS5D7jypG-0.2.0-probe.json,2017-11-13,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171024T044313Z-AE-AS15802-web_connectivity-20171024T044313Z_AS15802_BCNWHn9EFgfY4n4V0v99Syg26esW0PWjqjhsMnYnV6sfn2bbFe-0.2.0-probe.json,2017-10-24,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171023T064909Z-AE-AS15802-web_connectivity-20171023T064911Z_AS15802_R9wSHlbnmLlddOmEaMOk6KwPw61C5fktIGPIqYRKj5EBNiMR8C-0.2.0-probe.json,2017-10-23,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171018T044201Z-AE-AS15802-web_connectivity-20171018T044202Z_AS15802_byHqzFUqIMmHZ3QG1HGLz7VqcZ8d53nIBmotxi1VRkT5ujrNPS-0.2.0-probe.json,2017-10-18,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171012T060241Z-AE-AS15802-web_connectivity-20171012T060241Z_AS15802_wGD5WAOOoj6aU3kfLQa4JNu4uCcQktCcXevM0Ks1h6UiuaFhZO-0.2.0-probe.json,2017-10-12,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171016T042938Z-AE-AS15802-web_connectivity-20171016T042939Z_AS15802_oFoSunGfA91Y2mjqQW05l6lciQGaBmu2td0LyjwATRIe9tA60I-0.2.0-probe.json,2017-10-16,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171014T153431Z-AE-AS15802-web_connectivity-20171014T153432Z_AS15802_c0fGeYLee5NOxDh1Q0VTgGadEzsuWS5PUtmCTwPov4GqpCN8ka-0.2.0-probe.json,2017-10-14,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171019T064941Z-AE-AS15802-web_connectivity-20171019T064942Z_AS15802_enaijJ7qLmafRuIkREv3X1Tpf0Yt8zUXlgKpseJfHOwxn7H761-0.2.0-probe.json,2017-10-19,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171030T052510Z-AE-AS15802-web_connectivity-20171030T052511Z_AS15802_1FEg8UbdEj8uZN2JmXADxKjGVQpq6tEuKFusbEFX9yRFO54UPf-0.2.0-probe.json,2017-10-30,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171015T123237Z-AE-AS15802-web_connectivity-20171015T123238Z_AS15802_6jtmHXRCKJC66xwNGwckXEwke6bIeVQF7hh2ZkYitdmQnhYyVp-0.2.0-probe.json,2017-10-15,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171011T114659Z-AE-AS15802-web_connectivity-20171011T114659Z_AS15802_xUcXmuAPi7wEcwpMj5r5i0NxZEnuwFh5dBGonMeVeFBTsRuUVd-0.2.0-probe.json,2017-10-11,AE,Planet NS,
gayswithoutborders.wordpress.com,http://gayswithoutborders.wordpress.com,https://api.ooni.io/files/download/20171017T062456Z-AE-AS15802-web_connectivity-20171017T062456Z_AS15802_VpWL6IDnZgAWvZgsNxPJFZHu1CMZ8H1dYn8nx4pOnF8Xr1l8ls-0.2.0-probe.json,2017-10-17,AE,Planet NS,
gaytoday.com,http://gaytoday.com,https://api.ooni.io/files/download/20170224T215009Z-YE-AS30873-web_connectivity-20170224T215015Z_AS30873_noNpmN9Q2fNPXpFLeejtEdOZ4tFnzvdaMU6lLwqEXjLmL7Wz5h-0.2.0-probe.json,2017-02-24,YE,Planet NS,
gaytoday.com,http://gaytoday.com,https://api.ooni.io/files/download/20170212T012936Z-YE-AS30873-web_connectivity-20170212T012946Z_AS30873_RcDZLcQZI85qZWdk61qF3lpJGcdUvLBqgV7IAeNKnvhQJl9uCD-0.2.0-probe.json,2017-02-12,YE,Planet NS,
gaytoday.com,http://gaytoday.com,https://api.ooni.io/files/download/20170817T151936Z-IN-AS0-web_connectivity-20170817T151937Z_AS0_4GJ8LinHeUAa5Bd9tY2U5BxVn0a2QZmgh1jsdfiQbzQXStq92d-0.2.0-probe.json,2017-08-17,IN,Planet NS,
gaytoday.com,http://gaytoday.com/,https://api.ooni.io/files/download/20170421T135300Z-YE-AS30873-web_connectivity-20170421T135317Z_AS30873_17tBWlHht4BEzvSsMK2hhbbH4McA2l13mNpq3uqbHahonHFJCw-0.2.0-probe.json,2017-04-21,YE,Planet NS,
gaytoday.com,http://gaytoday.com/,https://measurements.ooni.torproject.org/files/download/20180222T172720Z-YE-AS30873-web_connectivity-20180222T172727Z_AS30873_2NYcNxhtvHgEHEkgelvHdpkdMQbwNwh9GHuB1ZNNGfeJPM3q4r-0.2.0-probe.json,2018-02-22,YE,Planet NS,
ilga.org,http://ilga.org/,https://api.ooni.io/files/download/20171020T035448Z-AE-AS15802-web_connectivity-20171020T035448Z_AS15802_kGE9xcBYd0SCucdHTCsBwoViYm1HuUigplPRlo1pgFW5VftF0I-0.2.0-probe.json,2017-10-20,AE,Planet NS,
ilga.org,http://ilga.org/,https://api.ooni.io/files/download/20171030T044244Z-AE-AS15802-web_connectivity-20171030T044245Z_AS15802_UbHHX0aQttUt5BX7iVBGKpXpiPbwm0CMyUDVNAUPK7M0Zdmoie-0.2.0-probe.json,2017-10-30,AE,Planet NS,
ilga.org,http://ilga.org/,https://api.ooni.io/files/download/20171022T143847Z-AE-AS15802-web_connectivity-20171022T143849Z_AS15802_S6yDv9uzT9MhX12peC3s5cRrPAbSQyFNis3u8A91ANd86J8Aw0-0.2.0-probe.json,2017-10-22,AE,Planet NS,
ilga.org,http://ilga.org/,https://api.ooni.io/files/download/20171106T091308Z-AE-AS15802-web_connectivity-20171106T091309Z_AS15802_eWpgXfeLf2KYVuTEnEmdkpAb8tAwxvAQra606EWsQgId86SfR0-0.2.0-probe.json,2017-11-06,AE,Planet NS,
ilga.org,http://ilga.org/,https://api.ooni.io/files/download/20171011T043228Z-AE-AS15802-web_connectivity-20171011T043231Z_AS15802_PtIRnNRmVfJt3CIJzaLflNR8XqD0zToQ1KM3mzRz8xPBYCD0vm-0.2.0-probe.json,2017-10-11,AE,Planet NS,
ilga.org,http://ilga.org/,https://api.ooni.io/files/download/20171012T051430Z-AE-AS15802-web_connectivity-20171012T051431Z_AS15802_vsQfBI3XqhudJfjZ4WXAdBmOga8mozEzEjjf2YNfxauplpzJ66-0.2.0-probe.json,2017-10-12,AE,Planet NS,
ilga.org,http://ilga.org/,https://api.ooni.io/files/download/20170413T173230Z-AE-AS15802-web_connectivity-20170413T173233Z_AS15802_lS5Qty0ENvVL9H4XIiJ5N2UZdvN1Fzx49MIAZSZAfU3LQDHkWl-0.2.0-probe.json,2017-04-13,AE,Planet NS,
ilga.org,http://ilga.org/,https://api.ooni.io/files/download/20171011T105926Z-AE-AS15802-web_connectivity-20171011T105927Z_AS15802_RWfVwTdt3z75RQ1kDIawPaRlnl6DGhi9p6d4DmIBq4c8Y4471W-0.2.0-probe.json,2017-10-11,AE,Planet NS,
